Player,Pos,90s,PrgC,PrgP,PrgR,Succ Takeons,Attakcking Third Carries,Long Passes Cmp,xA,Pass Cmp%,Pass PrgDist,TklW,Blocks,Int,Recov
Iliman Ndiaye,"FW,MF",6.6,21,19,61,17,14,3,0.6,78.4,406,4,6,2,41
Rassoul Ndiaye,MF,3.7,4,20,9,7,4,8,0.1,78.9,531,12,1,3,24
Cher Ndour,MF,0.3,0,2,1,1,0,1,0,92,39,2,0,0,5
Dan Ndoye,"FW,MF",7.1,38,16,61,14,22,15,0.5,73.2,535,6,8,1,44
Loïc Nego,"DF,FW",7,11,23,42,5,21,10,0.8,73.3,1328,10,5,10,40
Álvaro Negredo,"FW,MF",0.4,0,0,0,1,0,1,0.1,50,9,0,1,1,2
Reiss Nelson,"FW,MF",0.7,2,0,6,0,1,2,0.1,82.8,87,1,0,0,3
Neto,GK,10,0,0,0,1,0,69,0,64.1,4597,0,1,1,9
Pedro Neto,"MF,FW",9.8,51,31,81,23,35,31,2.6,73.5,1194,2,4,3,49
Luca Netz,DF,7.7,15,18,33,8,8,24,1,74.9,1321,7,15,8,35
Manuel Neuer,GK,3,0,0,0,0,0,27,0,86.9,1661,0,0,0,3
Florian Neuhaus,MF,5.5,15,29,13,7,9,13,1,84.3,859,5,4,6,37
Carlos Neva,DF,12.4,17,32,24,0,11,33,0.5,73.7,2812,6,15,4,64
Jessic Ngankam,"FW,DF",2.3,2,1,14,3,1,0,0.1,71.4,15,1,0,0,6
Cyril Ngonge,"MF,FW",8.1,16,13,46,12,10,19,0.9,65.6,619,6,2,1,20
Moussa Niakhate,DF,5,2,14,2,0,2,23,0.1,76.9,1241,10,6,3,29
Shamar Nicholson,FW,6,4,11,40,2,5,9,0.5,72,213,1,3,0,12
Rasmus Nicolaisen,DF,12,0,28,3,0,0,46,0.1,86.1,3658,13,20,9,65
Moritz Nicolas,GK,9,0,0,0,0,0,65,0,75.6,4201,0,0,0,17
Hans Nicolussi Caviglia,MF,0,0,0,0,0,0,0,0,75,4,0,0,0,1
Saúl Ñíguez,MF,7,10,18,32,5,7,11,1.7,85,818,18,17,3,35
Rasmus Nissen,"DF,FW",6,2,11,41,2,3,7,0.7,73.1,975,7,12,1,17
Justin Njinmah,"FW,MF",2.1,5,5,22,7,4,0,1.4,60.5,109,0,2,0,5
Eddie Nketiah,FW,8.5,13,11,45,8,7,3,0.3,81.7,148,3,11,3,16
Niels Nkounkou,DF,2.4,4,4,16,7,5,10,0.1,71.8,838,6,6,3,29
Felix Nmecha,MF,6.7,11,29,18,5,11,14,0.7,82.8,822,9,9,8,31
Arnaud Nordin,"FW,MF",3.1,15,15,28,8,11,6,0.2,83.5,284,0,3,1,16
Oliver Norwood,MF,9.8,0,39,6,0,4,74,0.8,71.7,3124,19,13,12,63
Randy Ntekja,"FW,MF",3.3,6,8,17,5,4,2,0.5,67.1,189,1,4,1,11
Ernest Nuamah,"MF,FW",5.2,22,22,58,10,12,8,1.1,79.7,424,2,2,2,20
Alexander Nübel,GK,11,0,0,0,0,0,100,0,85.6,6369,1,0,0,31
Matheus Nunes,MF,2,7,8,9,11,6,2,0.2,82.1,279,1,0,6,10
Matheus Nunes,MF,2.2,5,9,15,2,6,7,0.2,91.3,258,2,2,0,11
Darwin Núñez,FW,6.7,17,25,59,3,10,5,1,73.9,392,6,8,0,14
Unai Núñez,DF,13,4,43,0,3,5,68,0.4,77,4262,8,12,23,73
Fabian Nürnberger,DF,8.7,14,32,50,11,13,31,1.8,80.2,1864,13,5,11,46
Simeon Nwankwo,FW,0.4,0,0,2,0,0,0,0,55.6,10,0,0,0,3
Gerzino Nyamsi,DF,11,2,22,3,2,1,59,0.1,87.4,3645,12,16,10,69
Ørjan Nyland,GK,7,0,0,0,0,0,49,0,67.2,3290,0,0,0,9
M'Bala Nzola,FW,7.7,5,8,55,5,5,7,0.7,86.9,160,4,5,0,20
Christian Nørgaard,MF,11.4,2,73,22,3,5,36,1,79.7,2329,19,18,16,92
Jake O'Brien,DF,5,6,17,1,2,1,34,0.1,89.3,1776,3,4,1,35
Dara O'Shea,DF,7.5,6,28,3,0,2,40,0.1,83.5,3081,3,14,14,36
Michael Obafemi,MF,0.1,0,0,1,1,0,0,0,100,0,0,1,0,0
Adam Obert,DF,4.2,7,9,0,1,2,31,0.4,77.9,1099,4,9,9,32
Pedro Obiang,MF,0.1,0,0,1,0,0,1,0,87.5,2,0,0,0,2
Jan Oblak,GK,12,0,0,0,1,0,66,0,77.5,4566,0,0,0,14
Lucas Ocampos,FW,9.7,40,32,99,19,28,21,0.9,65.9,1068,14,12,7,53
Guillermo Ochoa,GK,11,0,0,0,0,0,67,0.1,59.7,3991,0,0,0,7
Wilson Odobert,"FW,MF",1.8,11,2,15,6,6,0,0.7,80.4,62,3,2,0,6
Álvaro Odriozola,DF,0.5,4,0,2,0,0,1,0,89.3,87,0,1,1,0
Tim Oermann,MF,0.2,1,0,0,0,0,0,0,60,12,0,1,0,2
Chiedozie Ogbene,"MF,FW",8.5,50,14,57,17,28,7,1.4,68.3,584,8,4,2,44
Angelo Ogbonna,DF,1.3,0,1,0,0,0,2,0,82.4,151,0,5,1,1
Florent Ogier,DF,3.9,1,6,0,0,2,20,0,82.6,1322,2,8,4,17
Noah Okafor,FW,4.2,12,8,28,6,5,0,0.1,65.3,154,0,1,0,13
Caleb Okoli,DF,7.6,2,25,0,0,0,40,0.1,86.6,2847,6,11,3,35
Masaya Okugawa,DF,0.1,0,0,0,0,0,0,0,25,14,0,0,0,1
Joseph Okumu,DF,8.3,5,39,1,4,2,72,0.1,81.3,3243,12,6,14,60
Michael Olakigbe,"FW,MF",0.2,6,3,10,0,4,1,0,70,55,0,3,0,3
Olasagasti,MF,0.4,2,4,4,1,1,2,0,72.7,52,1,0,2,5
Finn Ole Becker,"MF,DF",2.7,7,14,14,2,5,11,0.3,78.8,570,2,7,0,19
Mathias Olesen,"MF,FW",1.2,2,7,1,1,1,2,0.1,75.6,141,0,0,2,10
Michael Olise,"FW,MF",0.3,1,2,5,1,1,0,0,52.9,43,0,1,1,0
Mathías Olivera,DF,7.8,9,26,46,5,9,17,0.7,85.7,1835,15,13,8,40
Dani Olmo,"MF,FW",3.1,7,11,21,5,6,6,0.5,74.8,318,0,1,3,6
Robin Olsen,GK,1,0,0,0,0,0,7,0,76.9,414,0,0,0,1
Warmed Omari,DF,9.4,9,47,1,5,9,65,0.1,88.7,3674,8,17,18,45
Becir Omeragic,DF,6.4,6,11,2,1,2,33,0.1,85.6,1546,3,11,6,30
Jonas Omlin,GK,2,0,0,0,0,0,17,0,68.8,1074,0,0,0,3
Samuel Omorodion,FW,5.3,9,5,26,10,5,4,0.3,75.9,121,1,4,1,14
Samuel Omorodion,FW,0.9,0,0,3,0,0,2,0,66.7,6,1,0,0,2
Amadou Onana,MF,10.2,9,51,25,4,17,41,0.9,84.1,1646,16,9,5,72
André Onana,GK,12,1,1,0,0,0,75,0,76.6,5125,0,0,0,17
Ryan One,FW,0.1,1,0,0,0,1,0,0,100,0,0,0,0,1
Karim Onisiwo,"FW,MF",7.4,12,13,59,10,8,8,0.8,63.1,314,3,10,1,12
Tyler Onyango,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Onyeka,MF,4.2,5,18,25,4,5,8,1,78.1,590,8,3,6,24
Loïs Openda,FW,9.2,18,14,73,4,5,2,0.9,63,273,0,3,2,18
Christopher Operi,DF,7.2,9,20,22,3,13,21,0.8,71.5,1770,11,12,10,32
Leon Opitz,"FW,DF",0.2,1,0,2,1,1,1,0,40,38,2,0,0,2
Willi Orban,DF,3,3,25,2,1,2,11,0.1,89,1729,4,4,2,21
Ivan Ordets,DF,8.4,3,16,4,0,1,24,0.3,76.1,1420,2,14,19,43
Divock Origi,"FW,MF",0.7,1,0,3,0,1,1,0.2,60,41,0,0,0,1
Gaetano Oristanio,"FW,MF",5.4,13,12,38,11,11,6,0.6,73.1,313,4,1,4,30
Aimar Oroz,MF,11.9,25,47,60,12,18,18,1.1,81.4,1278,7,15,5,69
Riccardo Orsolini,FW,8,26,20,65,16,17,18,0.5,65.3,644,3,10,4,32
Stefan Ortega,GK,1,0,0,0,0,0,9,0,70.7,730,0,0,0,2
Ben Osborn,"MF,DF",3.1,3,10,14,0,1,8,0.2,73.3,570,1,7,0,22
Gabriel Osho,DF,2.6,0,3,0,1,0,1,0,73.7,278,2,3,4,7
Victor Osimhen,FW,6.9,14,7,43,4,7,1,0.2,66.7,152,2,1,0,13
Milutin Osmajić,MF,0.1,0,0,0,0,0,0,0,66.7,0,0,0,0,0
Patrick Osterhage,"MF,DF",3.6,4,8,13,2,1,9,0.1,74.2,394,5,5,4,23
William Osula,FW,2.6,2,0,9,0,1,1,0.1,48.3,24,0,2,0,2
Dango Ouattara,FW,2.5,6,3,18,5,4,2,0.2,61.9,133,4,3,2,11
Kassoum Ouattara,DF,0.1,0,0,2,1,1,0,0,75,22,1,0,0,0
Remi Oudin,MF,2.8,3,7,16,1,6,19,0.5,66.2,687,1,3,4,20
Alexandre Oukidja,GK,11.2,1,2,0,1,0,112,0,54.9,6393,0,0,0,8
Azzedine Ounahi,MF,3.7,7,14,16,1,10,8,0.2,83.4,642,3,0,3,20
Adam Ounas,FW,1.4,3,4,11,6,1,2,0.8,79.6,247,1,1,3,13
Mikel Oyarzabal,FW,9.6,12,13,48,4,5,4,0.5,77.7,354,7,9,2,26
Anthony Oyono,DF,10.2,30,20,26,10,13,17,0.5,82.3,1740,19,15,7,58
Salih Özcan,MF,4.8,3,19,8,2,6,19,0.4,89.3,917,4,7,6,39
Bertuğ Özgür Yıldırım,FW,2.5,1,2,15,2,1,0,0,62.5,44,2,1,0,2
Cenk Özkacar,DF,6.5,9,22,2,1,7,15,0.2,80.3,1976,7,7,5,36
David Ozoh,MF,0,0,0,0,0,0,0,0,83.3,14,0,0,0,0
Jon Pacheco,DF,3.5,1,5,1,0,1,19,0,87.8,1085,3,6,2,8
Willian Pacho,DF,11,4,39,2,4,4,48,0.2,82.9,4438,16,16,17,84
Gonçalo Paciência,"FW,MF",2.6,4,9,13,5,3,3,0.2,64.4,194,1,0,0,10
Simone Pafundi,MF,0.1,0,1,1,0,0,0,0.1,83.3,18,0,0,0,0
Riccardo Pagano,"MF,DF",0.6,1,3,2,1,1,3,0,87,90,2,3,0,3
Pablo Pagis,MF,1.8,1,5,6,1,2,5,0.2,75.4,127,6,2,3,6
Exequiel Palacios,MF,9.7,9,78,26,6,9,33,1.9,91.9,3872,14,14,19,75
Isaac Palazón Camacho,"MF,FW",10.9,13,47,55,12,22,39,0.9,68.3,1569,6,9,7,63
João Palhinha,MF,9.2,3,28,4,3,4,43,0.1,82.9,1413,25,19,17,71
Nicolas Pallois,DF,4.8,4,21,0,7,2,17,0.2,81,1246,2,8,6,32
Cole Palmer,MF,0.1,0,0,0,0,0,0,0,80,0,0,0,0,0
Cole Palmer,"FW,MF",6.6,28,49,34,8,14,27,1.9,81.1,1527,4,3,6,31
Emerson Palmieri,DF,11,18,36,37,8,18,15,1.3,80.8,2370,16,14,15,44
Miloš Pantović,MF,0.2,1,0,1,1,0,0,0,57.1,23,0,0,0,1
Matondo-Merveille Papela,"DF,MF",0.4,0,2,0,0,0,1,0,75,85,0,0,2,2
Leart Paqarada,DF,8.9,18,38,20,6,11,36,2.1,69.8,2756,8,14,9,39
Lucas Paquetá,"FW,MF",10.8,15,72,40,18,17,39,1.7,75,2260,22,9,10,88
Aitor Paredes,DF,10.8,3,34,0,0,1,63,0.1,87.2,3779,2,11,8,64
Kevin Paredes,"MF,FW",3.1,7,9,29,6,6,3,0.3,83.7,288,3,7,9,18
Leandro Paredes,MF,9.1,6,43,6,1,14,59,0.8,85.7,2903,12,6,9,65
Daniel Parejo,MF,11.6,4,85,14,10,7,75,1.3,88.2,4550,12,7,5,72
Fabiano Parisi,DF,8.5,24,41,32,13,21,38,0.4,82.2,2563,7,17,11,80
Ben Parkinson,FW,0.3,0,0,0,0,0,0,0,33.3,0,0,1,0,0
Thomas Partey,"DF,MF",2.8,10,33,4,6,11,18,0.2,90.9,1034,5,2,4,24
Mario Pašalić,"FW,MF",3.8,8,10,29,2,1,6,0.1,75.5,325,0,7,1,17
Pascu,FW,0.2,0,2,1,1,0,1,0,80,31,0,0,0,1
Felix Passlack,DF,4.8,2,16,25,2,4,9,0.5,69,670,7,6,5,26
Patric,DF,6,0,16,1,0,0,66,0.1,88.1,2736,2,5,2,23
Rui Patrício,GK,12,0,0,0,0,0,80,0,80.1,4689,0,0,0,7
Nathan Patterson,DF,5.9,12,20,21,2,9,22,0.7,72.1,1565,14,10,6,34
Gabriel Paulista,DF,9.2,1,19,2,0,1,47,0.2,86.1,3073,4,9,16,44
Benjamin Pavard,DF,4.5,1,13,7,0,4,25,0.1,87.8,1776,6,9,9,20
Jiří Pavlenka,GK,7,0,0,0,0,0,54,0,76,3302,0,0,0,9
Aleksandar Pavlovic,MF,1.3,4,16,0,1,1,9,0.1,94.1,464,5,4,1,14
Leonardo Pavoletti,FW,2.2,0,6,17,0,0,2,0.1,53.6,114,1,1,0,6
Martín Payero,MF,4.8,11,22,19,6,6,9,0.2,77.8,569,7,4,3,33
Nicolás Paz,MF,0.1,0,0,1,0,0,0,0,100,0,0,1,1,2
Mads Pedersen,DF,7.5,17,16,26,7,11,24,0.8,73.2,1265,9,8,6,42
Marcus Pedersen,DF,3.5,5,7,21,1,7,6,0.2,79.3,464,5,4,3,12
Alfonso Pedraza,DF,5.7,30,14,40,3,25,15,0.9,78.9,1048,5,7,5,33
Pedri,MF,3.1,14,33,17,5,11,13,0.9,87.4,669,3,4,2,11
Pedro,FW,3.3,13,10,21,7,12,6,0.4,83.5,305,8,6,1,14
Adrià Pedrosa,DF,6.6,15,19,38,3,15,17,0.4,69.6,1252,9,9,6,42
Jordan Pefok,FW,5,3,10,29,3,1,3,0.4,83.3,219,1,6,1,14
Jordan Pefok,FW,0.3,0,0,1,0,0,0,0,40,0,0,1,0,0
Pietro Pellegri,FW,3.2,6,2,20,3,6,1,0,69.6,31,1,0,0,8
Lorenzo Pellegrini,MF,3.5,5,14,15,3,4,8,0.2,71,361,5,2,2,20
Luca Pellegrini,DF,2,10,21,9,6,4,3,0.1,75.9,381,3,3,1,12
Marco Pellegrino,DF,0.8,1,3,0,0,0,1,0,89.6,211,1,1,1,5
Facundo Pellistri,"FW,MF",1.3,4,3,21,3,5,0,0.1,75.5,82,2,4,1,4
Andy Pelmard,DF,11,15,40,3,2,10,29,0.5,86.6,2472,14,16,6,63
Rubén Peña,"DF,FW",9.4,24,29,50,17,15,23,0.6,68,2113,16,13,12,65
Pepín,"MF,FW",1.5,0,9,4,0,3,7,0.1,85,330,0,4,0,7
Alberto Perea,"MF,FW",0,0,2,1,0,0,0,0,85.7,29,0,0,0,1
Andreas Pereira,MF,8.7,12,24,32,6,12,38,0.9,68,1162,1,4,1,28
Danilo Pereira,DF,5.5,9,44,1,1,5,27,0.4,94.8,3381,4,9,8,39
Mathias Pereira Lage,"FW,MF",1.4,2,0,13,0,1,3,0.1,56.9,103,0,3,0,3
Pedro Pereira,DF,1.4,2,7,25,2,3,8,0.1,70.7,364,1,4,1,9
Roberto Pereyra,"MF,FW",5.7,8,23,25,2,4,6,0.9,80.8,829,2,5,2,34
Ayoze Pérez,FW,11,34,28,74,24,19,6,1.3,78.5,700,19,18,12,62
Carles Pérez,"MF,DF",2.4,8,2,16,4,3,3,0.4,71.7,85,2,4,2,12
Francisco Perez,"MF,FW",9.7,30,15,66,19,15,9,1.4,78.7,717,4,8,5,44
Kike Pérez,"MF,FW",4,9,26,18,2,3,12,0.6,75,698,6,5,3,22
Nehuén Pérez,DF,12,15,60,19,5,14,41,0.2,77.5,3607,18,18,9,68
Mattia Perin,GK,2,0,0,0,0,0,10,0,83,570,0,0,0,0
Samuele Perisan,GK,1,0,0,0,0,0,5,0,79.4,340,0,0,0,1
Ivan Perišić,FW,1.1,15,9,17,4,5,7,0.7,69.7,363,2,1,2,3
Romain Perraud,"DF,FW",1.1,2,5,3,1,1,2,0,73.8,224,5,3,2,6
Lucas Perrin,DF,9,9,39,6,4,4,55,0.5,85.4,3555,12,12,7,51
Máximo Perrone,MF,4.2,4,22,4,5,3,14,0.4,89.5,1406,7,4,8,34
Pavao Pervan,GK,3,0,0,0,0,0,21,0,70.9,1293,0,0,0,3
Matteo Pessina,MF,11.5,24,68,13,4,24,59,0.6,89.2,2841,8,10,8,75
Andrea Petagna,FW,3.7,5,5,18,5,3,8,0.4,70.9,135,0,2,0,5
Denis Petrić,GK,0.3,0,0,0,0,0,1,0,75,126,0,0,0,0
Njegoš Petrović,"MF,FW",1,3,7,3,2,1,4,0,78.2,248,2,2,0,9
Jens Petter Hauge,"MF,DF",1.1,4,5,6,2,2,1,0.3,82.4,139,1,4,0,8
Germán Pezzella,DF,11.7,3,32,1,2,3,38,0.1,84.9,3404,11,13,15,67
Giuseppe Pezzella,DF,3.7,22,21,11,4,10,16,0.4,82.1,969,8,12,0,22
Luca Pfeiffer,FW,7.9,5,14,33,5,2,9,0.4,72.5,452,1,3,1,30
Patric Pfeiffer,DF,3.6,1,11,3,0,0,15,0.5,70.6,792,5,6,5,18
Maximilian Philipp,"FW,MF",2.5,2,4,24,0,3,2,0.1,73.4,98,5,5,0,10
Kalvin Phillips,MF,1,7,7,3,1,5,7,0.1,88.6,300,3,0,2,8
Jaden Philogene Bidace,FW,0,2,0,1,0,1,0,0,75,5,0,0,0,1
Roberto Piccoli,FW,0.4,0,1,0,0,0,0,0,66.7,16,1,0,0,1
Roberto Piccoli,FW,1.8,5,2,9,1,4,0,0.1,57.6,32,1,4,1,6
Florian Pick,"MF,FW",2.1,6,7,17,7,3,12,0.3,72.9,409,3,2,2,18
Jordan Pickford,GK,12,0,0,0,0,0,132,0.1,61,7553,0,0,0,9
Amos Pieper,DF,6,3,23,3,0,3,32,0.4,74.5,1814,10,12,8,35
Marvin Pieringer,"MF,FW",4.7,9,9,20,6,5,1,0.2,72.7,257,4,10,4,20
Ronaël Pierre-Gabriel,DF,5.5,9,11,10,2,10,6,0.3,79.4,1015,8,13,7,13
Andrea Pinamonti,FW,10.3,8,8,49,8,3,1,0.3,71.2,217,3,5,0,18
Ethan Pinnock,DF,12,6,36,7,4,1,48,0.4,84.8,3834,9,17,20,55
Yeremi Pino,"MF,FW",5.3,11,10,49,9,5,11,0.5,80.1,432,18,11,5,29
Lorenzo Pirola,DF,8.4,7,32,5,0,4,8,0,82.2,2082,9,14,8,35
Alassane Pléa,"MF,FW",8.4,21,47,58,11,17,23,1.5,69.2,1219,6,6,0,36
Tommaso Pobega,MF,1.9,4,7,7,2,4,5,0,80.3,367,5,4,4,14
Paul Pogba,MF,0.6,1,5,5,1,1,2,0.1,77.1,113,1,0,1,4
Matteo Politano,FW,8.2,33,65,63,18,25,36,1.7,77.5,1847,6,2,7,41
Julien Ponceau,MF,7.3,24,44,33,10,24,25,0.2,88.3,984,4,8,13,47
Marin Pongračić,DF,12,18,42,2,3,8,92,0.2,85.7,4593,11,14,17,65
Nick Pope,GK,12,0,0,0,0,0,61,0,79.6,3799,0,0,0,12
Pedro Porro,DF,11,12,57,44,9,14,39,1.7,79.8,3199,27,27,7,59
Portu,FW,1.1,3,3,3,0,4,1,0.3,73.9,115,3,0,0,4
Portu,"MF,FW",2.1,5,6,12,0,7,1,0.3,69.8,128,4,2,1,6
Stefan Posch,DF,5.7,5,24,9,2,7,18,0.2,83.3,1658,9,6,5,17
Yussuf Poulsen,FW,5.8,3,3,33,3,5,3,0.2,73.6,201,4,6,2,21
Alejandro Pozo Pozo,DF,4.2,9,18,22,1,3,23,0.4,74.8,1248,3,1,1,20
Beñat Prados,"MF,DF",1.5,4,8,4,1,3,3,0.1,86.3,339,3,3,1,9
Matteo Prati,MF,6.4,3,27,4,1,6,13,0.3,78.3,999,9,8,4,45
Abdón Prats,FW,3.9,1,9,16,3,2,1,0.6,61,132,2,0,1,5
Sanjin Prcić,MF,1,0,5,0,0,0,7,0,93.6,265,0,2,3,5
Grischa Prömel,MF,10.1,14,45,31,6,19,20,1.1,78.3,1228,14,8,4,59
Ivan Provedel,GK,12,0,0,0,0,0,133,0,85.6,5859,0,0,0,16
Pubill,DF,3,6,6,15,2,10,7,0.1,75.4,672,7,4,4,15
Gustavo Puerta,"FW,MF",0.1,0,0,0,0,0,0,0,60,0,0,0,0,0
Antonio Puertas,"MF,FW",5.4,14,14,24,10,14,6,0.4,70.2,343,5,3,4,17
Arnau Puigmal,"FW,DF",2.5,3,7,12,1,2,4,0.2,71.1,297,1,2,3,14
Christian Pulisic,"FW,MF",7.3,28,28,73,8,15,10,1.2,78.7,747,8,4,3,27
George Pușcaș,"FW,MF",1,2,1,12,1,2,0,0.1,50,30,0,0,0,4
Jarrell Quansah,DF,1.3,2,6,0,2,1,4,0,93.9,729,3,0,3,5
Domingos Quina,MF,0.1,0,1,0,0,0,0,0,100,10,1,0,0,1
Adrien Rabiot,MF,11,26,41,38,16,23,25,1.8,85,1404,15,13,11,62
Uroš Račić,MF,2.6,0,12,5,1,1,7,0.1,85.9,252,2,6,2,17
Nemanja Radonjić,"MF,FW",4,11,4,24,9,2,5,0.3,60.5,178,1,3,0,12
Ionuț Radu,GK,2,0,0,0,0,0,8,0,82.4,583,0,0,0,0
Boris Radunović,GK,7,0,0,0,0,0,77,0,76.1,3933,0,0,1,6
Hamza Rafia,MF,7,9,21,21,6,6,14,0.3,73.5,759,15,16,7,40
Antonio Raillo,DF,2,5,5,0,0,0,4,0,83.6,381,2,6,4,8
Luca Raimund,FW,0.2,0,0,1,0,0,0,0,64.3,8,1,1,0,1
Predrag Rajković,GK,12,0,0,0,1,0,144,0.1,60,8162,0,0,0,6
Jesuran Rak Sakyi,"MF,FW",1.5,7,2,18,4,3,2,0.1,74,79,1,2,3,6
Ivan Rakitić,MF,10.1,15,74,36,7,13,85,3.2,74.6,2875,12,7,7,72
Ylber Ramadani,MF,11.8,10,50,3,9,16,47,0.2,77.7,1928,15,13,20,92
Largie Ramazani,"FW,MF",8.1,23,23,42,17,20,12,1.4,64.8,775,7,6,20,38
Benito Ramírez,"FW,DF",0.9,2,2,9,0,1,2,0,69.4,151,1,2,0,8
Sandro Ramírez,FW,3.9,19,10,53,7,6,5,0.6,80.8,290,4,3,0,18
Chris Ramos,"FW,MF",10.1,14,8,27,9,12,2,0.6,59,249,7,7,4,32
Gonçalo Ramos,FW,6.7,6,16,47,3,4,3,0.6,78.3,308,6,3,0,22
Sergio Ramos,DF,4,1,14,1,0,1,31,0,90.7,1293,3,5,6,28
Aaron Ramsdale,GK,4,0,2,0,0,0,17,0,81.2,1488,0,0,0,5
Aaron Ramsey,"FW,MF",2.4,6,4,6,2,2,3,0.5,83.1,112,6,5,0,9
Jacob Ramsey,"FW,MF",0.6,4,2,0,0,1,0,0,86.7,48,2,2,1,2
Luca Ranieri,DF,4.7,1,8,0,1,3,35,0.1,79.7,1502,2,8,8,21
Filippo Ranocchia,MF,2.6,1,9,2,2,2,5,0.6,76.6,460,7,6,0,6
Grant Ranos,"MF,FW",0.2,0,2,1,0,1,0,0.1,81.8,51,0,0,0,3
Raphinha,"FW,MF",3.1,6,15,36,9,0,17,1.1,77.4,547,1,1,2,18
Nicolai Rapp,DF,0.8,1,2,0,0,0,2,0,80,213,2,2,2,10
Elba Rashani,MF,2.9,6,6,17,3,2,1,0.2,76.5,208,3,5,1,16
Marcus Rashford,FW,10.3,44,31,99,25,21,19,1.4,76.6,857,2,6,1,26
Giacomo Raspadori,"FW,MF",7.9,14,33,55,5,12,33,1.2,80.5,831,6,6,3,20
Andrei Ratiu,DF,1.9,5,3,5,1,1,6,0,77.1,463,2,1,0,14
Raúl,"FW,MF",3.6,2,6,18,1,2,2,0.1,59.3,132,1,1,1,10
David Raum,DF,10.7,30,47,70,5,14,52,2.3,71.8,3425,11,17,5,63
David Raya,GK,8,0,0,0,0,0,55,0,79.6,4238,0,0,0,14
Tim Ream,DF,10.7,10,50,2,3,5,77,0.1,88.2,4671,8,10,17,60
Abderrahman Rebbach,"FW,DF",2.5,9,7,22,4,4,6,0.7,64.7,349,2,2,1,13
Nathan Redmond,"MF,FW",1,3,1,14,2,2,3,0.3,61.9,50,1,0,0,4
Harrison Reed,MF,6.4,3,17,24,1,4,11,0.5,84.6,746,7,6,2,26
Sergio Reguilón,DF,2.9,4,13,20,2,3,9,0.4,76,598,3,3,2,11
Bobby Reid,FW,6.8,16,16,32,3,9,4,0.3,73.3,498,9,12,0,25
Tijjani Reijnders,MF,11.1,30,51,43,10,23,24,1.5,87.8,1536,4,9,3,55
Reinier,"MF,FW",4.3,4,14,19,2,2,5,0.2,86.4,380,4,8,2,24
Rocco Reitz,MF,8.1,19,34,16,7,13,14,0.6,74.8,1383,11,14,8,56
Álex Remiro,GK,13,0,0,0,0,0,129,0,76.3,7817,0,0,0,26
Guillaume Restes,GK,12,0,0,0,1,0,62,0,71.8,4437,0,0,0,16
Mateo Retegui,FW,6.8,2,5,25,2,2,3,0.1,66.1,119,4,3,0,12
Marco Reus,"MF,FW",6.6,9,19,21,6,12,13,1.1,76.9,718,8,5,1,25
Elvis Rexhbeçaj,MF,10.6,7,49,13,3,7,19,0.8,73.3,1259,11,18,9,66
